IDENTIFIER	log2FoldChange
bradi1g73750.1|pacid:21815768	2.37006624254057
bradi1g74270.1|pacid:21821712	2.71415414335801
bradi1g74350.1|pacid:21823049	-2.08549830377564
bradi1g74390.1|pacid:21821535	2.33823771993913
bradi1g74410.1|pacid:21823703	-3.57375650607146
bradi1g74800.1|pacid:21822406	-2.12253084264045
bradi1g75610.1|pacid:21816788	-2.47897759111614
bradi1g75950.1|pacid:21822862	-2.80319033729161
bradi1g76000.1|pacid:21822720	-2.02774455430703
bradi1g76950.1|pacid:21819882	-2.29572407481275
bradi1g77450.2|pacid:21819283	-2.42871541743902
bradi1g77450.1|pacid:21819282	-2.42871541743902
bradi2g00280.1|pacid:21804106	-2.11425205134488
bradi2g00670.1|pacid:21806396	2.24134177247664
bradi2g01245.1|pacid:21805741	2.90721311457325
bradi2g01600.1|pacid:21805548	-2.68486488743966
bradi2g01780.1|pacid:21809690	2.1511936426775
bradi2g02190.1|pacid:21808066	2.42193517618857
bradi2g02230.2|pacid:21803707	2.05401189646694
bradi2g02230.1|pacid:21803706	2.05401189646694
bradi2g02310.1|pacid:21804165	-3.0450458229701
bradi2g02340.1|pacid:21803150	-4.51306831584131
bradi2g02477.1|pacid:21808193	-2.58928510329889
bradi2g03467.1|pacid:21803186	-2.58570097723848
bradi2g04170.1|pacid:21803682	2.27687142684757
bradi2g04170.2|pacid:21803681	2.27687142684757
bradi2g04910.1|pacid:21808816	2.01655969378774
bradi2g04980.1|pacid:21807515	-2.02714439306934
bradi2g04990.1|pacid:21808260	-2.54588429134271
bradi2g05050.1|pacid:21803692	-2.06903830457547
bradi2g05340.1|pacid:21809379	-2.40803058952999
bradi2g05600.1|pacid:21805184	-2.16472105183372
bradi2g05600.4|pacid:21805186	-2.16472105183372
bradi2g05600.2|pacid:21805185	-2.16472105183372
bradi2g05600.3|pacid:21805187	-2.16472105183372
bradi2g05832.1|pacid:21804271	-2.13804270703676
bradi2g05870.1|pacid:21807558	-2.22738749269974
bradi2g05880.1|pacid:21806058	-3.09517324402728
bradi2g05907.1|pacid:21804296	2.0711832322007
bradi2g05920.1|pacid:21806226	-3.17641093792877
bradi2g06840.1|pacid:21808786	-4.06298716404995
bradi2g07050.1|pacid:21805970	2.01383222297646
bradi2g07407.1|pacid:21802999	2.03530164468952
bradi2g07577.1|pacid:21804079	2.12899767182169
bradi2g07597.1|pacid:21805148	3.42884957521347
bradi2g08420.1|pacid:21803076	2.37777576681217
bradi2g08620.1|pacid:21809714	-2.07898244724044
bradi2g09150.1|pacid:21806103	-2.18929277218217
bradi2g09720.1|pacid:21804881	-3.76471755485306
bradi2g10310.1|pacid:21803463	2.1000722143264
bradi2g10880.6|pacid:21806639	-2.17407527643403
bradi2g10880.2|pacid:21806638	-2.17407527643403
bradi2g10880.4|pacid:21806640	-2.17407527643403
bradi2g10880.3|pacid:21806637	-2.17407527643403
bradi2g11070.1|pacid:21807612	-2.90613692286702
bradi2g11350.2|pacid:21807350	-2.50488853337258
bradi2g11350.3|pacid:21807349	-2.50488853337258
bradi2g11350.1|pacid:21807348	-2.50488853337258
bradi2g11500.1|pacid:21807844	-2.15479950381119
bradi2g11740.1|pacid:21808459	-2.08921128192075
bradi2g11820.1|pacid:21804860	-2.0314870370509
bradi2g11940.1|pacid:21803873	-2.7200150366708
bradi2g12960.1|pacid:21807975	3.39784129886434
bradi2g13010.2|pacid:21805882	-2.49690007536809
bradi2g13010.1|pacid:21805880	-2.49690007536809
bradi2g13010.3|pacid:21805881	-2.49690007536809
bradi2g13020.2|pacid:21804056	-3.51157577424886
bradi2g13020.1|pacid:21804055	-3.51157577424886
bradi2g13082.1|pacid:21803829	-2.07775061223971
bradi2g13086.1|pacid:21807648	-2.57184362827586
bradi2g13090.1|pacid:21803961	-2.97488944051786
bradi2g13110.1|pacid:21805902	-2.37770489228279
bradi2g13297.1|pacid:21803274	2.41329294962683
bradi2g14470.1|pacid:21804343	-2.00641850536973
bradi2g14870.1|pacid:21808325	2.13707093663788
bradi2g15290.1|pacid:21807911	-2.55988469645466
bradi2g15490.3|pacid:21803021	-2.79180028631974
bradi2g15490.5|pacid:21803022	-2.79180028631974
bradi2g15490.2|pacid:21803020	-2.79180028631974
bradi2g15650.1|pacid:21807056	-2.31013567279205
bradi2g15847.1|pacid:21808384	-2.21510192851917
bradi2g15940.1|pacid:21804695	-2.48372097530632
bradi2g17100.1|pacid:21809716	4.02635456270575
bradi2g17230.1|pacid:21803778	2.58596943835534
bradi2g17230.2|pacid:21803781	2.58596943835534
bradi2g17230.3|pacid:21803779	2.58596943835534
bradi2g17230.4|pacid:21803780	2.58596943835534
bradi2g17820.1|pacid:21805991	-3.04802761621692
bradi2g17840.1|pacid:21807333	-2.13228289020943
bradi2g18060.1|pacid:21807521	2.6138349706872
bradi2g18070.1|pacid:21803896	2.11729636865448
bradi2g18090.1|pacid:21808447	-2.44946666326287
bradi2g18100.1|pacid:21809436	-4.49058207716913
bradi2g18100.4|pacid:21809438	-4.49058207716913
bradi2g18100.3|pacid:21809437	-4.49058207716913
bradi2g18240.1|pacid:21803674	-3.52834228288639
bradi2g18980.1|pacid:21805927	-2.77735960391296
bradi2g19170.1|pacid:21807952	-2.67619781637866
bradi2g19900.1|pacid:21808680	-3.11389277099682
bradi2g19970.1|pacid:21804779	-2.16744388783074
bradi2g21060.1|pacid:21805844	-2.07609155713666
bradi2g21067.1|pacid:21807262	-2.30976551139758
bradi2g21100.1|pacid:21803705	-2.00122773161167
bradi2g21230.1|pacid:21803699	-2.2451261552181
bradi2g21420.1|pacid:21808995	4.74432442598731
bradi2g21727.1|pacid:21809461	-2.3638972828959
bradi2g21727.2|pacid:21809462	-2.3638972828959
bradi2g22300.1|pacid:21809656	-2.26070760575405
bradi2g22320.1|pacid:21806968	-2.42161560625258
bradi2g22330.1|pacid:21807611	-2.49005530777947
bradi2g22640.1|pacid:21806675	-2.62749329960079
bradi2g22650.1|pacid:21804124	-2.98924376184859
bradi2g23250.1|pacid:21804201	-2.36205075986721
bradi2g23837.1|pacid:21806045	-3.26172689330888
bradi2g24930.1|pacid:21808204	-2.23064415849821
bradi2g24987.1|pacid:21803039	-2.40880413741594
bradi2g25190.2|pacid:21803382	-2.21235184613824
bradi2g25190.1|pacid:21803381	-2.21235184613824
bradi2g26370.1|pacid:21807832	3.77045773721824
bradi2g26380.1|pacid:21804214	3.77531290951468
bradi2g27050.1|pacid:21808670	-2.73787441716544
bradi2g27140.1|pacid:21804273	6.54538735380259
bradi2g27180.1|pacid:21806170	-2.56785493966811
bradi2g27870.3|pacid:21806582	-2.37164998195469
bradi2g27870.2|pacid:21806583	-2.37164998195469
bradi2g27870.4|pacid:21806581	-2.37164998195469
bradi2g27880.2|pacid:21809012	-2.07094561149356
bradi2g28380.1|pacid:21805893	2.35622245981909
bradi2g28380.7|pacid:21805900	2.35622245981909
bradi2g28380.2|pacid:21805897	2.35622245981909
bradi2g28380.6|pacid:21805896	2.35622245981909
bradi2g28380.5|pacid:21805894	2.35622245981909
bradi2g28380.3|pacid:21805899	2.35622245981909
bradi2g28380.8|pacid:21805898	2.35622245981909
bradi2g28380.4|pacid:21805895	2.35622245981909
bradi2g32670.1|pacid:21803722	-2.17700727303197
bradi2g33150.1|pacid:21808307	-2.24450052358439
bradi2g33270.1|pacid:21806344	5.328965997629
bradi2g33450.3|pacid:21808875	-2.04460755277499
bradi2g33450.2|pacid:21808876	-2.04460755277499
bradi2g33450.1|pacid:21808874	-2.04460755277499
bradi2g34070.1|pacid:21803291	-2.07829659400517
bradi2g34120.2|pacid:21804755	3.2585431301542
bradi2g34120.1|pacid:21804754	3.2585431301542
bradi2g34670.1|pacid:21806660	-3.0580595584977
bradi2g34850.1|pacid:21809154	2.36848885248361
bradi2g34850.3|pacid:21809155	2.36848885248361
bradi2g34850.2|pacid:21809156	2.36848885248361
bradi2g35490.1|pacid:21804808	2.05911097085029
bradi2g35907.1|pacid:21805872	-2.51278245003643
bradi2g36640.1|pacid:21809487	-2.19909935343212
bradi2g37120.1|pacid:21808243	-2.08933903777647
bradi2g37630.1|pacid:21803645	-2.25168555503705
bradi2g37800.1|pacid:21807257	2.04788457815536
bradi2g37800.2|pacid:21807258	2.04788457815536
bradi2g38200.1|pacid:21805837	-2.69815162021818
bradi2g38230.1|pacid:21805024	-3.50416562917029
bradi2g39830.1|pacid:21808676	2.03960536558074
bradi2g39970.1|pacid:21803197	2.4040987485082
bradi2g40130.1|pacid:21806061	-2.03598861431384
bradi2g40870.1|pacid:21805016	-2.20632613846178
bradi2g40870.2|pacid:21805017	-2.20632613846178
bradi2g40900.1|pacid:21803390	-2.13296575540628
bradi2g41840.1|pacid:21804292	-2.37089460649434
bradi2g41940.1|pacid:21806999	-2.64116809942211
bradi2g42190.1|pacid:21808245	-2.00601370531046
bradi2g42260.1|pacid:21808048	-2.90216592963266
bradi2g46060.1|pacid:21808477	-3.15551251296537
bradi2g46090.1|pacid:21802986	-3.80533488685068
bradi2g46430.1|pacid:21804001	-2.2871629767732
bradi2g47420.1|pacid:21809323	-2.06450947415011
bradi2g47420.2|pacid:21809324	-2.06450947415011
bradi2g47480.1|pacid:21803877	-5.2539499249759
bradi2g47490.1|pacid:21803763	-3.89268817341261
bradi2g47660.1|pacid:21804308	2.93869719084531
bradi2g47700.1|pacid:21805596	-2.19977746264776
bradi2g47880.1|pacid:21803947	-2.08394813980678
bradi2g47950.1|pacid:21803143	-3.40050223050114
bradi2g48090.1|pacid:21807354	-2.11296157697349
bradi2g48180.1|pacid:21806256	2.27253878761797
bradi2g48350.1|pacid:21805742	-3.03566836599939
bradi2g48420.1|pacid:21803805	-2.87000286979761
bradi2g48487.1|pacid:21805627	2.46369010746881
bradi2g48880.1|pacid:21803437	-2.04488705661507
bradi2g49057.2|pacid:21807900	-2.2331056777889
bradi2g49057.1|pacid:21807899	-2.2331056777889
bradi2g49120.1|pacid:21803922	-2.69496359763066
bradi2g49160.1|pacid:21807204	-2.41531323410311
bradi2g50280.1|pacid:21804342	-2.87849225822121
bradi2g51217.1|pacid:21802932	-2.89460894175497
bradi2g51530.1|pacid:21808819	-2.27495944039554
bradi2g51560.1|pacid:21808665	-2.47609426394683
bradi2g52077.1|pacid:21805379	-2.36463695497692
bradi2g52300.1|pacid:21809446	-2.3598531314923
bradi2g52370.1|pacid:21806291	-3.84080720149688
bradi2g52620.1|pacid:21809380	-3.02604762442422
bradi2g53190.1|pacid:21802896	-2.02027811695878
bradi2g53200.1|pacid:21808591	-2.41196947407639
bradi2g53200.2|pacid:21808592	-2.41196947407639
bradi2g53440.1|pacid:21805380	-2.35171625839217
bradi2g53700.1|pacid:21807330	-2.97943721085547
bradi2g53760.1|pacid:21805956	-2.9959239191151
bradi2g54010.1|pacid:21802862	-2.81868092402908
bradi2g54500.1|pacid:21807713	-2.03119072514414
bradi2g54660.1|pacid:21808780	-3.19547825721459
bradi2g54660.2|pacid:21808782	-3.19547825721459
bradi2g54660.3|pacid:21808781	-3.19547825721459
bradi2g54690.1|pacid:21803878	-2.25900346128695
bradi2g54960.2|pacid:21807062	-2.1411313368767
bradi2g54960.1|pacid:21807061	-2.1411313368767
bradi2g55070.1|pacid:21806060	-3.3891617929894
bradi2g55797.1|pacid:21808326	-2.08131967586051
bradi2g55940.1|pacid:21809705	3.51952971670743
bradi2g56037.1|pacid:21806987	4.19279101129611
bradi2g56150.1|pacid:21803277	-2.55745009698548
bradi2g56660.1|pacid:21808441	-3.66371753200382
bradi2g56750.1|pacid:21802882	-2.16706617125476
bradi2g56970.1|pacid:21807734	-3.03899944399402
bradi2g57200.1|pacid:21806782	-3.21046443940609
bradi2g57476.2|pacid:21805414	-2.82735270792496
bradi2g57476.1|pacid:21805415	-2.82735270792496
bradi2g57800.1|pacid:21806009	-3.23915284374212
bradi2g58087.1|pacid:21806925	2.56246818595795
bradi2g58152.1|pacid:21805126	-2.09134980669308
bradi2g58290.1|pacid:21809192	3.61343794723391
bradi2g58480.1|pacid:21807706	2.23232921293962
bradi2g59115.1|pacid:21805028	2.83909252140007
bradi2g59187.1|pacid:21807712	2.23311404638646
bradi2g59630.1|pacid:21808110	-2.10488930930202
bradi2g59640.1|pacid:21805594	-2.08734736793193
bradi2g59750.1|pacid:21806496	2.80862354691956
bradi2g60070.1|pacid:21803023	2.87091325971838
bradi2g60441.1|pacid:21805305	-3.87765541658634
bradi2g60920.1|pacid:21804927	2.89672649792754
bradi2g60980.1|pacid:21802816	-2.43192059447105
bradi2g61030.1|pacid:21805843	-4.47944766133753
bradi2g61430.1|pacid:21807437	-4.05798666967786
bradi2g61490.1|pacid:21803902	2.28964432165652
bradi2g61510.1|pacid:21805021	2.5097540710642
bradi2g62060.1|pacid:21806723	-2.0924278497802
bradi2g62170.2|pacid:21804260	2.58134051548749
bradi2g62170.1|pacid:21804259	2.58134051548749
bradi2g62400.1|pacid:21805767	-3.20200260438565
bradi3g00910.1|pacid:21829157	-2.39270015338143
bradi3g01440.1|pacid:21829501	-2.53623116307695
bradi3g01470.1|pacid:21831006	3.66299103618615
bradi3g02810.1|pacid:21833737	-2.80781085820587
bradi3g02970.1|pacid:21831852	2.22191328194645
bradi3g02970.2|pacid:21831853	2.22191328194645
bradi3g03070.1|pacid:21832631	-3.38449515581645
bradi3g03450.1|pacid:21832984	-2.91656682483435
bradi3g04670.1|pacid:21832142	2.26848026233749
bradi3g04940.1|pacid:21831319	-2.61644648678438
bradi3g04940.2|pacid:21831320	-2.61644648678438
bradi3g05470.1|pacid:21828027	2.11429350947528
bradi3g05660.1|pacid:21828056	-3.94104596432463
bradi3g05767.1|pacid:21828512	2.43493278589748
bradi3g05800.1|pacid:21829083	-2.66984229931215
bradi3g06027.1|pacid:21829672	2.45576241853331
bradi3g06487.1|pacid:21832374	-3.29658137700496
bradi3g06780.1|pacid:21827573	-2.26209919842424
bradi3g06800.1|pacid:21831116	-2.19034358250228
bradi3g07040.1|pacid:21828008	2.36550266729253
bradi3g07040.2|pacid:21828009	2.36550266729253
bradi3g07385.1|pacid:21829272	3.60045259309133
bradi3g07440.1|pacid:21830024	-3.37892197989124
bradi3g08610.2|pacid:21832794	2.38470877493116
bradi3g08610.1|pacid:21832795	2.38470877493116
bradi3g08620.1|pacid:21830917	4.09718708621786
bradi3g08870.1|pacid:21828993	-2.74293097909226
bradi3g09120.1|pacid:21827396	2.10767158053853
bradi3g09220.1|pacid:21830669	-3.1426943882071
bradi3g09230.1|pacid:21831384	-3.18139026380778
bradi3g09240.1|pacid:21829652	-2.12543622434534
bradi3g09310.1|pacid:21832386	3.49478303898943
bradi3g09420.1|pacid:21830303	2.03079871303557
bradi3g09430.1|pacid:21830046	3.4255864216315
bradi3g09910.1|pacid:21831704	-2.53109962650053
bradi3g10010.1|pacid:21830049	-3.01584491118022
bradi3g11050.1|pacid:21833667	-2.76536608482604
bradi3g11300.1|pacid:21828267	-2.13440978030249
bradi3g12560.1|pacid:21831028	-2.49682021880102
bradi3g12920.1|pacid:21830819	-2.42305999830164
bradi3g13237.1|pacid:21832848	2.71346775462977
bradi3g13387.1|pacid:21829308	-2.45078269595109
bradi3g13990.1|pacid:21828347	2.10133651751541
bradi3g14000.1|pacid:21831553	3.34711898502733
bradi3g14290.2|pacid:21831325	2.98875660076853
bradi3g14290.1|pacid:21831324	2.98875660076853
bradi3g14380.1|pacid:21831349	2.32720541827934
bradi3g14580.1|pacid:21832256	-2.48986667337797
bradi3g14750.1|pacid:21829160	-2.63024303087111
bradi3g14760.1|pacid:21829647	-2.64305424206578
bradi3g14800.1|pacid:21829476	-2.43550725134002
bradi3g14850.1|pacid:21832640	2.45344403472281
bradi3g14940.1|pacid:21828356	-2.3308402391634
bradi3g14940.2|pacid:21828357	-2.3308402391634
bradi3g15980.1|pacid:21831335	-2.16264331211998
bradi3g16515.1|pacid:21830181	-2.52115763960925
bradi3g16640.1|pacid:21831675	-2.92124917694903
bradi3g16650.1|pacid:21830525	-2.38518094678198
bradi3g16927.1|pacid:21829484	2.28606068948537
bradi3g17287.1|pacid:21829452	2.06837016516779
bradi3g17340.1|pacid:21829232	-3.49178933226718
