id,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,pval,padj
Bradi3g21480,216.845165483339,331.13366278203,102.556668184647,0.30971380959282,-1.69099238321187,0.00000142964033629341,0.000758798628015538
Bradi3g23190,41.8038109784794,4.45822409518185,79.149397861777,17.7535709672639,4.15003733351076,0.00000000000000315832072496752,0.0000000000117342142668293
Bradi3g34200,620.311256259768,300.994595328945,939.627917190591,3.12174348567192,1.64235199562682,0.00000000348531384767471,0.00000429607504111237
Bradi3g37670,30.3771384978672,13.2402265706485,47.5140504250859,3.58861309295244,1.84342638708034,0.000000342501489189874,0.00022456009403002
Bradi3g41690,6.86721510140227,0,13.7344302028045,Inf,Inf,0.00000337636987613926,0.00160140504848716
Bradi3g50690,2.78504379185791,0,5.57008758371581,Inf,Inf,0.0000041492450963894,0.00187444647735429
Bradi3g51380,48.7946364811215,18.3395727490489,79.2497002131941,4.32124026538753,2.11144544848063,0.0000469882510816845,0.0168945498889179
Bradi3g56810,270.879848972155,394.369066043481,147.390631900829,0.373737812094468,-1.4199015623126,0.0000278211674247184,0.0110748118612826
Bradi3g57650,6.78405320327414,1.25130685564719,12.3167995509011,9.84314878106437,3.299119901352,0.000190299578919653,0.0476646990255832
Bradi3g60980,20.1057280617047,34.6488280844155,5.56262803899388,0.16054303555207,-2.63896801339529,0.0000205930007819191,0.00850109580426928
Bradi4g03710,14.0147591212858,3.21930409626065,24.810214146311,7.70670101502033,2.94611342203366,0.000000283068046328133,0.000203553318991831
Bradi4g05440,22.635212383566,36.0477441934001,9.22268057373196,0.255846261121119,-1.96665094460149,0.00000750688647963751,0.00321814448853999
Bradi4g08340,6.18202564866319,2.21283687945659,10.1512144178698,4.58742102145489,2.19768332025859,0.00013934470797474,0.037001343869946
Bradi4g16077,77.8352249813906,42.5824152974373,113.088034665344,2.65574495658422,1.4091166046899,0.0000588955745590841,0.0196842343754877
Bradi4g17310,15.4546908340647,3.49358244167848,27.415799226451,7.84747452911949,2.97222844119858,0.000000424897312354634,0.000270623168200271
Bradi4g18280,21.1395246357871,36.1395329040687,6.13951636750554,0.169883666836611,-2.55738094104996,0.00000324990103169129,0.00157493029996657
Bradi4g25197,18.1472241502727,36.2944483005454,0,0,-Inf,0.00000000366164658985892,0.00000429607504111237
Bradi4g28617,54.7764201051523,27.0266797869894,82.5261604233152,3.05350716676057,1.61046723127509,0.0000761490062897041,0.0235765784473623
Bradi4g29830,2060.34014616861,998.211093979237,3122.46919835798,3.12806501269252,1.64527049746445,0.0000000556215912303011,0.0000459228337668842
Bradi4g31240,1099.19820170145,320.568983470551,1877.82741993235,5.85779509796166,2.55035772952239,0.000000000159738845946599,0.000000273915257987814
Bradi4g38230,6.2643147269686,1.47909464464159,11.0495348092956,7.47047178442938,2.90119935674461,0.000146078951449624,0.0375592282122011
Bradi4g42130,43.3222616836594,7.23550694416946,79.4090164231494,10.974907084726,3.45613682061861,0.000000000137144433719519,0.000000254768643039626
Bradi4g42430,106.02066931493,181.301556565661,30.7397820641992,0.169550568933292,-2.56021246949859,0.0000000169473851082301,0.0000164257003840289
Bradi5g00450,23.2003751031131,43.3366570448569,3.06409316136927,0.0707044190833107,-3.82205580231657,0.000000455594599607113,0.000274489589579507
Bradi5g01900,120.401981897008,192.930206543821,47.8737572501952,0.248140289215528,-2.01077209793811,0.0000778433875830283,0.0237710246027516
Bradi5g02037,14.1725158055344,24.8223365500141,3.52269506105469,0.141916336278693,-2.81688742436339,0.0000000762236389174187,0.0000585923227154171
Bradi5g02410,16.7549296542092,33.5098593084185,0,0,-Inf,0.00000000000174663960653375,0.00000000409755298554715
Bradi5g05110,2068.04822123797,704.318812357798,3431.77763011814,4.87247759097876,2.28465555039683,0.00000000000109116888177345,0.00000000304054208906172
Bradi5g09920,145.049660429514,21.9005859084079,268.198734950621,12.2461899454323,3.61426106029316,0.000000000000000000000000392907888054378,0.0000000000000000000043793513202541
Bradi5g12757,111.902522564861,63.5865420235482,160.218503106174,2.51969202927941,1.33324741031919,0.000140548728413715,0.037001343869946
Bradi5g15637,53.6189840296328,17.976978283907,89.2609897753587,4.96529440964311,2.31187926271631,0.00000010419196239679,0.0000774215741916416
Bradi5g17500,3859.55625751537,2222.1424912658,5496.97002376495,2.47372526531083,1.30668528188954,0.000000292549220540115,0.000203797100758757
Bradi5g17910,93.2695983598314,186.539196719663,0,0,-Inf,0.0000000000000000000000000000000480384559030027,0.00000000000000000000000000107087325898974
Bradi5g20540,175.127297217412,261.499447731411,88.7551467034144,0.33940854358735,-1.55890521404931,0.00000266004183057695,0.00131772561082714
Bradi5g22220,13648.4781360408,8464.47626280285,18832.4800092788,2.22488426035739,1.15373028828062,0.0000491461489957671,0.0173899357684705
