IDENTIFIER	log2FoldChange
bradi3g07440.1|pacid:21830024	2.44807838695245
bradi3g07540.1|pacid:21831525	2.09710253205144
bradi3g07780.1|pacid:21830500	3.13803206191009
bradi3g07790.1|pacid:21832518	2.54265681298231
bradi3g07800.1|pacid:21829320	2.73208801859274
bradi3g09270.1|pacid:21830697	-2.58278920434535
bradi3g09420.1|pacid:21830303	-2.01579420675342
bradi3g09430.1|pacid:21830046	-2.84587382619681
bradi3g09530.1|pacid:21829960	-2.01927953047113
bradi3g11050.1|pacid:21833667	2.23912477052606
bradi3g12560.1|pacid:21831028	2.25573354181871
bradi3g13370.1|pacid:21830227	2.4527879730102
bradi3g13370.2|pacid:21830228	2.4527879730102
bradi3g14000.1|pacid:21831553	-2.10903582312141
bradi3g14580.1|pacid:21832256	2.21359548587476
bradi3g14740.1|pacid:21832348	3.50198292243734
bradi3g14750.1|pacid:21829160	3.51178647962918
bradi3g14760.1|pacid:21829647	2.42525859852589
bradi3g14765.1|pacid:21832283	3.0212365429299
bradi3g18070.1|pacid:21832251	2.32882244300231
bradi3g22786.1|pacid:21832759	3.29248927323219
bradi3g23180.1|pacid:21831466	2.92820326756292
bradi3g23190.1|pacid:21827779	2.44514935213563
bradi3g25626.1|pacid:21833107	2.05572296619575
bradi3g28120.3|pacid:21832157	-2.03256505236862
bradi3g28120.1|pacid:21832156	-2.03256505236862
bradi3g28690.1|pacid:21831479	2.25279659516303
bradi3g30730.1|pacid:21833441	2.35759262526021
bradi3g30730.2|pacid:21833440	2.35759262526021
bradi3g32220.1|pacid:21829142	-2.10758256633266
bradi3g32297.1|pacid:21832711	-2.38269469030981
bradi3g33340.1|pacid:21832536	2.32862938850213
bradi3g33490.1|pacid:21832775	2.39682732241593
bradi3g34850.1|pacid:21830210	3.31273387713208
bradi3g35170.1|pacid:21830761	3.15744035954489
bradi3g35270.1|pacid:21828994	2.26559928881962
bradi3g35290.1|pacid:21829481	2.28873663022888
bradi3g35690.1|pacid:21830984	-2.02117080209595
bradi3g35752.1|pacid:21831153	2.00435990364452
bradi3g35830.1|pacid:21830803	2.45173562846708
bradi3g36140.1|pacid:21833049	-2.01781730207991
bradi3g37010.1|pacid:21829887	-2.34522563382128
bradi3g37310.1|pacid:21830035	2.06989949923136
bradi3g38070.1|pacid:21831836	2.01128776323747
bradi3g38140.1|pacid:21833289	4.89399924113484
bradi3g38167.1|pacid:21830107	2.23622412862841
bradi3g39120.1|pacid:21832501	2.13556226978851
bradi3g39220.1|pacid:21833009	2.46456574933246
bradi3g39370.1|pacid:21833573	-2.03312706506289
bradi3g41470.1|pacid:21830875	-2.02838953237439
bradi3g41690.1|pacid:21831167	3.26458054770191
bradi3g42220.1|pacid:21831927	2.29969817109306
bradi3g43500.1|pacid:21828808	2.04004160019202
bradi3g44330.1|pacid:21829861	2.86456274399138
bradi3g45250.1|pacid:21827424	3.55861525535939
bradi3g46710.1|pacid:21828613	2.13441745904273
bradi3g47530.1|pacid:21830764	-2.41328080492291
bradi3g48567.1|pacid:21827127	2.06111898185566
bradi3g49270.1|pacid:21831613	3.31203082831847
bradi3g49810.1|pacid:21829381	2.19652071052111
bradi3g50740.1|pacid:21826853	2.540566835682
bradi3g50810.3|pacid:21831888	2.44811159119266
bradi3g50810.2|pacid:21831887	2.44811159119266
bradi3g50810.1|pacid:21831886	2.44811159119266
bradi3g51630.1|pacid:21827177	2.10474649498527
bradi3g51777.1|pacid:21828883	2.49914727116798
bradi3g51810.1|pacid:21833386	2.05425512259169
bradi3g51980.1|pacid:21829505	2.53155236804487
bradi3g52080.1|pacid:21827981	2.04805853192411
bradi3g53320.1|pacid:21828262	2.0510866356188
bradi3g53600.1|pacid:21827920	2.57047987250029
bradi3g55250.1|pacid:21830441	2.26891801368788
bradi3g56990.2|pacid:21831990	-2.73861028157815
bradi3g56990.1|pacid:21831991	-2.73861028157815
bradi3g57000.1|pacid:21827417	-2.01026352812546
bradi3g57680.1|pacid:21829492	2.29536856440355
bradi3g58010.1|pacid:21832998	-3.48326659492607
bradi3g58350.1|pacid:21832507	2.643468582718
bradi3g58700.1|pacid:21830937	-2.59035397864197
bradi3g58990.2|pacid:21830709	2.18667520896427
bradi3g58990.1|pacid:21830708	2.18667520896427
bradi4g02240.1|pacid:21814241	-2.22159031007952
bradi4g02380.2|pacid:21814005	-2.64324874709077
bradi4g02380.1|pacid:21814004	-2.64324874709077
bradi4g02570.1|pacid:21811073	2.11953976661981
bradi4g02580.1|pacid:21813514	3.92050908732244
bradi4g05200.1|pacid:21810536	2.20340368643877
bradi4g07100.2|pacid:21812951	2.96650964492059
bradi4g07100.1|pacid:21812950	2.96650964492059
bradi4g08010.1|pacid:21812608	2.07734373722957
bradi4g09330.1|pacid:21813030	-2.28528120999028
bradi4g13697.1|pacid:21813817	2.80664166850281
bradi4g16350.1|pacid:21812723	2.40246421597899
bradi4g16620.1|pacid:21814218	-2.19954322263532
bradi4g17310.1|pacid:21813528	3.10423977302319
bradi4g19634.1|pacid:21811084	-2.15571934636445
bradi4g20220.1|pacid:21812955	2.4512220156474
bradi4g23070.1|pacid:21814081	2.68427107908852
bradi4g23640.1|pacid:21810247	2.65768212432069
bradi4g24950.1|pacid:21811640	2.23332160478185
bradi4g25197.1|pacid:21813751	-4.00056175296879
bradi4g29360.1|pacid:21812617	2.50025633289285
bradi4g29707.1|pacid:21810004	2.12973445791373
bradi4g30530.1|pacid:21810645	-2.1217354717061
bradi4g31560.1|pacid:21810822	-2.65494786601438
bradi4g32830.1|pacid:21812793	2.55863684474954
bradi4g33144.1|pacid:21811476	2.3982082482856
bradi4g33144.3|pacid:21811478	2.3982082482856
bradi4g33144.2|pacid:21811477	2.3982082482856
bradi4g33550.1|pacid:21813525	-2.15305938224536
bradi4g33950.1|pacid:21811779	2.79486497449124
bradi4g33970.1|pacid:21810227	2.43178170370395
bradi4g34667.1|pacid:21813385	2.30877831631439
bradi4g34890.1|pacid:21813157	3.11523832456949
bradi4g34900.1|pacid:21811882	4.17266065180046
bradi4g35230.1|pacid:21811844	2.78367213904228
bradi4g36077.1|pacid:21810670	2.13122093572232
bradi4g37470.1|pacid:21811815	2.73965104232266
bradi4g40727.1|pacid:21812953	3.09129317254439
bradi4g42020.1|pacid:21814544	2.53622058144531
bradi4g42430.1|pacid:21814624	-2.41287413686073
bradi4g42430.2|pacid:21814625	-2.41287413686073
bradi4g43870.1|pacid:21811866	-2.04730580884736
bradi4g44342.1|pacid:21810801	2.02146469939581
bradi4g44440.1|pacid:21811235	3.06796482811915
bradi4g44760.1|pacid:21812952	-2.82070114692787
bradi5g02037.1|pacid:21825395	-3.77420873455814
bradi5g02410.1|pacid:21825281	-3.52600954798691
bradi5g02780.1|pacid:21826008	2.21562253007093
bradi5g03110.1|pacid:21824420	2.53537450101654
bradi5g05668.1|pacid:21824473	2.57670573327137
bradi5g07750.4|pacid:21826209	-2.44926654822411
bradi5g07750.1|pacid:21826208	-2.44926654822411
bradi5g09310.1|pacid:21825449	2.45710706168646
bradi5g09420.1|pacid:21824310	-2.01493169642877
bradi5g09920.1|pacid:21825895	3.21575602545946
bradi5g11970.1|pacid:21826598	3.09436550078672
bradi5g13170.1|pacid:21826533	2.17532371671302
bradi5g14297.1|pacid:21826199	2.19962185847048
bradi5g14870.3|pacid:21826733	-2.22898273823419
bradi5g14870.1|pacid:21826732	-2.22898273823419
bradi5g14870.4|pacid:21826731	-2.22898273823419
bradi5g15970.1|pacid:21826702	2.02852459259304
bradi5g17910.1|pacid:21825131	-4.58062334686527
bradi5g18030.1|pacid:21824926	2.64097202897745
bradi5g18420.1|pacid:21824997	2.32448566035583
bradi5g18420.2|pacid:21824998	2.32448566035583
bradi5g18830.1|pacid:21826469	2.35880075211814
bradi5g19100.1|pacid:21825735	2.13361183129745
bradi5g20310.1|pacid:21825017	2.21156050664466
bradi5g20890.1|pacid:21824151	-2.61611319928118
bradi5g20910.1|pacid:21825007	2.37728950611392
bradi5g21250.1|pacid:21826558	2.30438527415495
bradi5g23166.1|pacid:21824919	-2.04728266176134
bradi5g25570.1|pacid:21825836	2.40365168652829
bradi5g26320.1|pacid:21825157	-2.46480946585437
bradi5g26610.1|pacid:21826411	2.01935842828002
bradi5g26782.1|pacid:21825006	2.00397952985287
