IDENTIFIER	log2FoldChange
bradi1g58380.2|pacid:21818010	-3.02761307785258
bradi1g58380.1|pacid:21818009	-3.02761307785258
bradi1g58430.1|pacid:21821978	2.12543487208097
bradi1g58580.1|pacid:21821828	-2.60229605048086
bradi1g59690.1|pacid:21814852	2.11920365744311
bradi1g59720.1|pacid:21823229	2.65852259814922
bradi1g60410.1|pacid:21820574	-4.58244300779307
bradi1g60470.1|pacid:21815608	-2.86184659505053
bradi1g60490.1|pacid:21822906	-2.15647219122242
bradi1g60490.2|pacid:21822907	-2.15647219122242
bradi1g60637.1|pacid:21815974	2.09079256591936
bradi1g62270.1|pacid:21821046	-2.57382948394892
bradi1g62890.1|pacid:21823742	-3.71048958005225
bradi1g63810.1|pacid:21819040	-4.70332639522441
bradi1g64120.1|pacid:21821121	-2.42612171161684
bradi1g64280.1|pacid:21817312	-2.1712350252092
bradi1g64290.1|pacid:21816343	-2.01850893055863
bradi1g64470.1|pacid:21815436	-2.38726782885079
bradi1g64700.1|pacid:21822293	-2.01033909557503
bradi1g64710.1|pacid:21815480	-2.04421843854881
bradi1g64830.1|pacid:21819887	-2.42762783147424
bradi1g64840.1|pacid:21819755	2.13377909898675
bradi1g65130.1|pacid:21819936	-2.01289728428218
bradi1g65780.1|pacid:21817716	-4.29064710914759
bradi1g66280.1|pacid:21821591	3.90458925504855
bradi1g66280.3|pacid:21821592	3.90458925504855
bradi1g66527.1|pacid:21821972	2.82310698156799
bradi1g66580.1|pacid:21818997	-2.74496498295918
bradi1g66590.1|pacid:21820003	-2.78133722124131
bradi1g66770.1|pacid:21817667	-2.22080547235322
bradi1g66890.1|pacid:21818181	-2.6037072280648
bradi1g69260.1|pacid:21814791	-3.06534911818552
bradi1g69980.2|pacid:21822018	-2.00315816070652
bradi1g69980.1|pacid:21822017	-2.00315816070652
bradi1g70030.1|pacid:21819605	-2.16589553653157
bradi1g70700.1|pacid:21822837	-4.12685108746629
bradi1g71230.1|pacid:21822542	-2.23620844866423
bradi1g72007.1|pacid:21819515	-2.39109552786395
bradi1g72330.1|pacid:21820864	2.55179471962586
bradi1g73890.1|pacid:21818913	-2.08355471050357
bradi1g75590.1|pacid:21821231	-2.59542430402176
bradi1g76000.1|pacid:21822720	-2.4709883211485
bradi1g77710.1|pacid:21818940	-2.17374394057156
bradi1g77920.1|pacid:21816583	-2.09104443070376
bradi1g77920.2|pacid:21816584	-2.09104443070376
bradi1g78260.1|pacid:21823109	-2.37699682029351
bradi1g78320.1|pacid:21822904	2.94293118275717
bradi2g01050.1|pacid:21804418	-2.31033116179304
bradi2g01240.1|pacid:21806666	2.10291307208988
bradi2g01780.1|pacid:21809690	2.01776415509399
bradi2g01967.1|pacid:21806933	-2.35829452551845
bradi2g02080.1|pacid:21807889	-2.20243552962421
bradi2g02320.1|pacid:21808851	-2.37557859909733
bradi2g02340.1|pacid:21803150	-3.40750165783071
bradi2g02822.1|pacid:21808625	-2.51510745708217
bradi2g03610.1|pacid:21808844	3.24771100886176
bradi2g04070.1|pacid:21806479	-3.65467937821332
bradi2g04170.1|pacid:21803682	2.50417707206489
bradi2g04170.2|pacid:21803681	2.50417707206489
bradi2g04430.3|pacid:21805795	-2.68029211852258
bradi2g04480.1|pacid:21806161	-2.05855119274838
bradi2g04497.1|pacid:21805332	-2.44056249541622
bradi2g04660.1|pacid:21805962	3.21688229850426
bradi2g04760.1|pacid:21808192	-2.16799701899022
bradi2g04910.1|pacid:21808816	2.08197685796712
bradi2g05042.1|pacid:21807645	-2.05442489779957
bradi2g05050.1|pacid:21803692	-2.50909339276494
bradi2g05790.1|pacid:21809080	-2.70604179711154
bradi2g06820.1|pacid:21807919	-2.04492053981368
bradi2g06840.1|pacid:21808786	-2.99612185775607
bradi2g07420.1|pacid:21804993	-2.8935389422041
bradi2g07597.1|pacid:21805148	2.87241685831587
bradi2g09150.1|pacid:21806103	-2.30546470630733
bradi2g09890.1|pacid:21803033	2.19238359222109
bradi2g11070.1|pacid:21807612	-2.44372440078228
bradi2g11567.1|pacid:21805122	-3.74597754390037
bradi2g12390.1|pacid:21803797	-3.66025381362826
bradi2g12390.2|pacid:21803798	-3.66025381362826
bradi2g13020.1|pacid:21804055	-3.50740364042736
bradi2g13020.2|pacid:21804056	-3.50740364042736
bradi2g13110.1|pacid:21805902	-2.32803013560437
bradi2g14990.1|pacid:21805368	3.24052428243871
bradi2g15317.2|pacid:21806566	-2.23981599297372
bradi2g15317.1|pacid:21806565	-2.23981599297372
bradi2g15360.1|pacid:21806022	-2.13215318087318
bradi2g15420.1|pacid:21808272	-2.11119509049765
bradi2g17100.1|pacid:21809716	2.97113894962893
bradi2g17170.1|pacid:21803839	-2.20359656680285
bradi2g17620.1|pacid:21809637	-2.04947224425339
bradi2g18090.1|pacid:21808447	-2.44543375114001
bradi2g18100.1|pacid:21809436	-5.61069245340242
bradi2g18100.4|pacid:21809438	-5.61069245340242
bradi2g18100.3|pacid:21809437	-5.61069245340242
bradi2g18240.1|pacid:21803674	-3.65407580293617
bradi2g19460.1|pacid:21804119	-2.44134926591655
bradi2g19930.1|pacid:21807751	2.3008347601752
bradi2g21142.1|pacid:21809529	-3.72891492424848
bradi2g21420.1|pacid:21808995	2.83338885201709
bradi2g22290.1|pacid:21808253	2.22542157784309
bradi2g23160.1|pacid:21805178	-5.28620731856807
bradi2g23250.1|pacid:21804201	-2.39489876524945
bradi2g23837.1|pacid:21806045	-3.3451124559798
bradi2g24020.1|pacid:21805199	-2.13012937159038
bradi2g24030.2|pacid:21806317	-2.09441519749619
bradi2g24030.1|pacid:21806316	-2.09441519749619
bradi2g24710.1|pacid:21803122	-2.79845260757579
bradi2g25460.1|pacid:21804352	-4.00707005996349
bradi2g26370.1|pacid:21807832	3.96588295045687
bradi2g26380.1|pacid:21804214	2.15760223541916
bradi2g26620.1|pacid:21806327	-2.83387286115019
bradi2g26690.1|pacid:21807282	2.21741517243166
bradi2g27140.1|pacid:21804273	3.2193615072601
bradi2g27180.1|pacid:21806170	-2.24362013587006
bradi2g27810.1|pacid:21807753	2.0915723535097
bradi2g27870.2|pacid:21806583	-2.1482355305001
bradi2g27870.4|pacid:21806581	-2.1482355305001
bradi2g27870.3|pacid:21806582	-2.1482355305001
bradi2g33270.1|pacid:21806344	2.52169924996678
bradi2g35007.1|pacid:21808636	2.06004084909187
bradi2g36120.1|pacid:21805745	2.5249846026619
bradi2g36640.1|pacid:21809487	-2.51766255013924
bradi2g36970.1|pacid:21803140	-2.38874346850324
bradi2g37630.1|pacid:21803645	-3.19502106099202
bradi2g38040.1|pacid:21808311	2.0142036042793
bradi2g38230.1|pacid:21805024	-2.79590238145823
bradi2g39230.1|pacid:21808394	-2.5121608476089
bradi2g39430.1|pacid:21803226	2.12171142326276
bradi2g39970.1|pacid:21803197	2.80804527020632
bradi2g41060.1|pacid:21803955	3.39403079799034
bradi2g41830.1|pacid:21805052	-2.79494596147082
bradi2g42190.1|pacid:21808245	-2.14999637575299
bradi2g42260.1|pacid:21808048	-3.01123270406235
bradi2g44270.1|pacid:21803331	2.2425334582115
bradi2g44360.2|pacid:21807740	-2.02267065310762
bradi2g44360.1|pacid:21807739	-2.02267065310762
bradi2g45480.1|pacid:21807335	2.22509055180364
bradi2g45920.1|pacid:21803268	-3.12331463205958
bradi2g46600.1|pacid:21809592	-2.19872058908091
bradi2g47480.1|pacid:21803877	-3.57360107648788
bradi2g47490.1|pacid:21803763	-2.40932923721922
bradi2g47660.1|pacid:21804308	2.00898196776791
bradi2g47950.1|pacid:21803143	-3.45997166946574
bradi2g48250.2|pacid:21803630	-2.40879776690057
bradi2g48250.1|pacid:21803628	-2.40879776690057
bradi2g48250.3|pacid:21803629	-2.40879776690057
bradi2g48350.1|pacid:21805742	-2.98740017869037
bradi2g48870.1|pacid:21808620	2.00827439620572
bradi2g48930.2|pacid:21803824	2.18031781428898
bradi2g48930.1|pacid:21803823	2.18031781428898
bradi2g49057.1|pacid:21807899	-2.39862885252304
bradi2g49057.2|pacid:21807900	-2.39862885252304
bradi2g49120.1|pacid:21803922	-2.54759625376927
bradi2g49160.1|pacid:21807204	-2.87156031695695
bradi2g50220.1|pacid:21803402	2.20398242662127
bradi2g50910.1|pacid:21803876	-4.22116961105636
bradi2g51720.1|pacid:21803828	2.14982921695198
bradi2g52317.1|pacid:21804163	-2.22596599225813
bradi2g52370.1|pacid:21806291	-2.31171474009028
bradi2g52680.1|pacid:21805500	-3.13085105100451
bradi2g52700.1|pacid:21808295	2.01003101721266
bradi2g53770.1|pacid:21804346	-2.16474513125429
bradi2g54140.1|pacid:21803330	2.57315813542054
bradi2g54500.1|pacid:21807713	-2.08414938872086
bradi2g54570.1|pacid:21809365	-2.26025868649368
bradi2g54840.1|pacid:21803118	-2.13362161056685
bradi2g54850.1|pacid:21806237	-2.52016864955669
bradi2g55690.1|pacid:21807943	-2.01603616888741
bradi2g55797.1|pacid:21808326	-2.42268792537007
bradi2g56037.1|pacid:21806987	2.88224714459929
bradi2g56660.1|pacid:21808441	-3.86840134886011
bradi2g57800.1|pacid:21806009	-2.94807253433125
bradi2g58152.1|pacid:21805126	-2.18328567190721
bradi2g58950.1|pacid:21803004	-3.1029576618165
bradi2g60331.1|pacid:21804114	2.66951630518501
bradi2g60340.1|pacid:21803494	3.38918751441952
bradi2g60680.1|pacid:21807344	-2.15238013942595
bradi2g61430.1|pacid:21807437	-2.46469972303108
bradi2g62400.1|pacid:21805767	-2.76819872149556
bradi2g62510.1|pacid:21806686	-2.93972227877163
bradi3g00910.1|pacid:21829157	-4.41019238880989
bradi3g01420.1|pacid:21829771	2.2401707203083
bradi3g01470.1|pacid:21831006	2.05620796050368
bradi3g01894.1|pacid:21831315	-2.17545849131172
bradi3g06020.1|pacid:21832195	2.78645165102197
bradi3g06260.1|pacid:21831943	-2.21632249950927
bradi3g06330.1|pacid:21829548	-2.84155411809424
bradi3g06487.1|pacid:21832374	-3.30378415600873
bradi3g07385.1|pacid:21829272	2.01054042470515
bradi3g07557.1|pacid:21832572	2.45564813915783
bradi3g07980.1|pacid:21827181	3.47817689606854
bradi3g07980.2|pacid:21827182	3.47817689606854
bradi3g08620.1|pacid:21830917	2.23746894466249
bradi3g09220.1|pacid:21830669	-2.35207563488077
bradi3g09310.1|pacid:21832386	2.12021584331894
bradi3g09910.1|pacid:21831704	-2.13871872636378
bradi3g10010.1|pacid:21830049	-2.36099777857226
bradi3g10710.1|pacid:21828518	-2.59934885812022
bradi3g12020.1|pacid:21832081	2.05695757819247
bradi3g14080.1|pacid:21829178	-2.20984737184426
bradi3g14270.1|pacid:21826814	2.23285420994979
bradi3g14580.1|pacid:21832256	-2.43138852886263
bradi3g14780.1|pacid:21830520	-2.59398442596595
bradi3g14840.1|pacid:21827509	-4.10983935634775
bradi3g14850.1|pacid:21832640	2.10008407892432
bradi3g15230.1|pacid:21831112	-2.10599415198131
bradi3g15990.1|pacid:21833783	-2.27821688023172
bradi3g16515.1|pacid:21830181	-2.33918442946189
bradi3g16640.1|pacid:21831675	-2.76490761164512
bradi3g17287.1|pacid:21829452	2.23006399827066
bradi3g17715.1|pacid:21831234	-2.01894596395607
bradi3g17740.1|pacid:21831190	-3.77118717724968
bradi3g17750.1|pacid:21832038	-2.80053526145496
bradi3g18807.1|pacid:21833360	2.89617977837824
bradi3g19010.1|pacid:21830422	-3.10243877719663
bradi3g19370.1|pacid:21828573	2.45558436142355
bradi3g19760.2|pacid:21831719	2.31385294877777
bradi3g19760.1|pacid:21831718	2.31385294877777
bradi3g22707.1|pacid:21829594	-2.53557297008246
bradi3g23210.1|pacid:21830468	2.37013326296989
bradi3g26690.1|pacid:21828746	2.29683392596469
bradi3g27220.1|pacid:21830150	2.06895379291452
bradi3g27900.1|pacid:21831039	-2.00369464293001
bradi3g28210.1|pacid:21828105	-6.04703348710874
bradi3g28580.1|pacid:21833628	-2.54130671767389
bradi3g29460.1|pacid:21829346	2.00217379414953
bradi3g29620.1|pacid:21828501	-2.83831169297634
bradi3g31655.1|pacid:21833606	2.40495668872486
bradi3g31787.1|pacid:21828848	-2.65047761041757
bradi3g31827.1|pacid:21832138	-2.21871648636151
bradi3g31850.1|pacid:21830193	-2.3550167310398
bradi3g32787.1|pacid:21830558	2.45698856989356
bradi3g32800.1|pacid:21829821	3.77560776977386
bradi3g33020.1|pacid:21832532	-2.71215817955835
bradi3g33020.3|pacid:21832533	-2.71215817955835
bradi3g33030.1|pacid:21830378	-2.21257332819435
bradi3g33410.1|pacid:21831890	-2.29403254403794
bradi3g33730.1|pacid:21833648	-3.94381709045615
bradi3g33930.1|pacid:21831951	-2.04275445701113
bradi3g34160.1|pacid:21831360	-2.95133361139421
bradi3g35270.1|pacid:21828994	-2.45660503935822
bradi3g36020.1|pacid:21833011	2.03295401926958
bradi3g36370.1|pacid:21832954	-2.30380511097529
bradi3g36407.1|pacid:21832242	-2.14287602089776
bradi3g36697.1|pacid:21827115	-2.35762980134959
bradi3g37010.1|pacid:21829887	-2.44925536078652
bradi3g37020.1|pacid:21829894	-2.06086514748571
bradi3g37210.1|pacid:21830508	-3.91872709312853
bradi3g37390.1|pacid:21832076	2.12815545904517
bradi3g37610.1|pacid:21826870	-2.22321476434855
bradi3g37690.1|pacid:21827620	2.76876249844819
bradi3g37830.1|pacid:21831744	-3.61573293546317
bradi3g37940.1|pacid:21829466	-2.2807691490877
bradi3g38550.1|pacid:21828758	-2.07744075314957
bradi3g39370.1|pacid:21833573	-2.02308750351717
bradi3g39600.1|pacid:21832266	-2.96387352927183
bradi3g39630.1|pacid:21826813	-2.34977609259112
bradi3g40250.1|pacid:21826935	2.22554966105238
bradi3g40420.1|pacid:21833097	-2.95377873159387
bradi3g41110.1|pacid:21827994	-2.68134197851532
bradi3g41377.1|pacid:21828695	2.21964072355501
bradi3g41770.1|pacid:21832506	-2.51979237803809
bradi3g42180.1|pacid:21829760	2.55178946332164
bradi3g42350.1|pacid:21828488	2.4208780294992
bradi3g42540.1|pacid:21831768	2.48044190536378
bradi3g42760.1|pacid:21831414	-3.18577835116566
bradi3g42760.2|pacid:21831415	-3.18577835116566
bradi3g43150.1|pacid:21829094	-4.77166716362199
bradi3g43210.1|pacid:21832417	2.26207183874529
bradi3g43390.1|pacid:21827458	-2.51459300178806
bradi3g44040.1|pacid:21830415	2.59344460388951
bradi3g44640.2|pacid:21832597	-2.41815033944089
bradi3g44640.1|pacid:21832596	-2.41815033944089
bradi3g45050.1|pacid:21832966	-3.01869401487667
bradi3g45180.1|pacid:21830462	-2.97132539040772
bradi3g45260.3|pacid:21828867	-2.1328714431704
bradi3g45260.1|pacid:21828866	-2.1328714431704
bradi3g46330.1|pacid:21832487	-2.11137172536439
bradi3g46390.1|pacid:21831627	-2.11310374417693
bradi3g46460.1|pacid:21833677	-2.26988126881887
bradi3g46650.1|pacid:21832178	2.09445604200086
bradi3g47230.1|pacid:21829759	-2.45533504835406
bradi3g47340.1|pacid:21828395	-2.35455671675167
bradi3g49350.1|pacid:21830519	2.10630890450161
bradi3g49380.1|pacid:21831771	-3.36950076376817
bradi3g49730.2|pacid:21831281	-2.57803839509416
bradi3g49730.3|pacid:21831280	-2.57803839509416
bradi3g49730.1|pacid:21831282	-2.57803839509416
bradi3g49870.1|pacid:21831257	2.51828309325315
bradi3g50690.1|pacid:21832684	-2.31997376797025
bradi3g51200.1|pacid:21828352	-4.34139214736985
bradi3g51250.1|pacid:21827588	-3.15088623588809
bradi3g51707.1|pacid:21828452	-2.06593093196284
bradi3g51980.1|pacid:21829505	2.155458410012
bradi3g52880.1|pacid:21829630	2.23178353276185
bradi3g53490.1|pacid:21830414	-2.25858766967893
bradi3g54817.1|pacid:21828616	-2.24490646526843
bradi3g55550.1|pacid:21829883	-2.78184185849699
bradi3g55670.1|pacid:21833544	-2.01270086526444
bradi3g55910.1|pacid:21830263	2.00748123795361
bradi3g57350.1|pacid:21832880	-3.05122697389324
bradi3g58010.1|pacid:21832998	-3.46385766160486
bradi3g58670.1|pacid:21829037	-2.56304699132118
bradi3g59700.1|pacid:21832483	-2.08067300801837
bradi3g59760.1|pacid:21828981	-2.67819361594444
bradi4g00530.1|pacid:21814054	-2.34318742319497
bradi4g00775.1|pacid:21810716	-2.44916542391614
bradi4g02557.1|pacid:21811337	3.58264558659409
bradi4g03320.1|pacid:21813793	2.09909511288575
bradi4g03470.1|pacid:21811613	2.34592266966103
bradi4g04190.1|pacid:21813581	-5.8285077638462
bradi4g04200.1|pacid:21812467	-2.13567451299317
bradi4g04590.1|pacid:21813743	-2.71932365763897
bradi4g04590.3|pacid:21813744	-2.71932365763897
bradi4g06130.1|pacid:21814688	2.01987510630527
bradi4g06410.1|pacid:21812974	-2.0006892135325
bradi4g06427.1|pacid:21813158	2.48679007845166
bradi4g06740.1|pacid:21811667	2.67650769490363
bradi4g07520.1|pacid:21813488	-3.9123890707828
bradi4g08240.1|pacid:21811690	-5.7661036907548
bradi4g08320.1|pacid:21812587	-2.34416838677057
bradi4g08320.2|pacid:21812588	-2.34416838677057
bradi4g10510.1|pacid:21810707	-2.09185971002199
bradi4g10570.3|pacid:21811907	-2.13371359540142
bradi4g10570.1|pacid:21811905	-2.13371359540142
bradi4g10570.2|pacid:21811906	-2.13371359540142
bradi4g10987.1|pacid:21811256	-2.03858962531021
bradi4g14550.1|pacid:21813783	2.05378058909053
bradi4g14710.1|pacid:21811138	2.09063434648412
bradi4g16077.1|pacid:21811188	-2.93340065217456
bradi4g16440.1|pacid:21810410	-3.00043076004566
bradi4g16440.2|pacid:21810411	-3.00043076004566
bradi4g16750.1|pacid:21810877	-2.61498107962407
bradi4g16950.1|pacid:21810372	2.16151790659957
bradi4g17200.1|pacid:21812631	-2.45894639881729
bradi4g18820.1|pacid:21811451	-3.62957222152972
bradi4g18820.2|pacid:21811452	-3.62957222152972
bradi4g22785.1|pacid:21814672	-3.63431833369128
bradi4g23070.1|pacid:21814081	2.3343885116047
bradi4g23090.1|pacid:21812168	2.25379691703778
bradi4g24590.1|pacid:21814540	2.21590460599825
bradi4g24730.1|pacid:21812131	2.7294812812975
bradi4g28640.1|pacid:21814503	2.6427488945111
bradi4g30920.1|pacid:21814632	2.35256709177213
bradi4g30940.1|pacid:21812920	-2.22320313478805
bradi4g30990.1|pacid:21811861	2.21730455659683
bradi4g31060.1|pacid:21812232	-2.5134341429662
bradi4g31130.1|pacid:21809859	-3.47558730024362
bradi4g31140.1|pacid:21813922	2.30624423809983
bradi4g31290.1|pacid:21811604	-3.4615904178641
bradi4g31290.2|pacid:21811605	-3.4615904178641
bradi4g31890.1|pacid:21813473	-2.39161415903775
bradi4g32737.1|pacid:21814553	2.47309351260373
bradi4g32980.2|pacid:21811971	-2.3602123725402
bradi4g32980.1|pacid:21811970	-2.3602123725402
bradi4g33000.1|pacid:21810845	-3.03735602178613
bradi4g33010.2|pacid:21809891	-2.57514216220766
bradi4g33010.1|pacid:21809890	-2.57514216220766
bradi4g34390.1|pacid:21811172	-2.0001517210285
bradi4g34927.1|pacid:21812215	-3.75165714440848
bradi4g36477.1|pacid:21810361	-2.14136379943749
bradi4g36870.1|pacid:21812353	-2.18510420984604
bradi4g37430.1|pacid:21813236	2.51217503206314
bradi4g37750.1|pacid:21812442	2.38916453643343
bradi4g39790.1|pacid:21810241	-3.19129377882443
bradi4g40010.1|pacid:21814501	2.66622088540924
bradi4g40090.2|pacid:21810377	-2.43679573060948
bradi4g40090.1|pacid:21810376	-2.43679573060948
bradi4g40570.1|pacid:21812674	-2.15701256248072
bradi4g41137.1|pacid:21812914	2.1904110881582
bradi4g41220.1|pacid:21812120	2.21459761720806
bradi4g41377.1|pacid:21814085	-4.29675385507069
bradi4g42020.1|pacid:21814544	2.43509223682751
bradi4g42540.1|pacid:21812529	-3.52882243171022
bradi4g42890.1|pacid:21811839	2.21143254765935
bradi4g43450.2|pacid:21810067	2.10932839905177
bradi4g43450.3|pacid:21810066	2.10932839905177
bradi5g00450.1|pacid:21826617	4.36550447165397
bradi5g00670.1|pacid:21824984	-2.30052891863416
bradi5g00910.1|pacid:21824463	2.50875896293076
bradi5g01135.1|pacid:21824771	4.28483678646657
bradi5g02030.1|pacid:21826629	2.63193908142214
bradi5g02037.1|pacid:21825395	-2.83343669343882
bradi5g02190.1|pacid:21823867	2.83457849989896
bradi5g02400.3|pacid:21824033	-2.32492134262666
bradi5g02400.4|pacid:21824034	-2.32492134262666
bradi5g04560.1|pacid:21825674	-2.73281422567583
bradi5g04810.1|pacid:21824374	2.16805885707232
bradi5g08480.1|pacid:21826195	-2.1857140215365
bradi5g08650.1|pacid:21826316	-2.59559348288979
bradi5g08707.1|pacid:21824955	-2.20704829770496
bradi5g08790.1|pacid:21826243	-2.3711311846617
bradi5g09420.1|pacid:21824310	-4.79935376227295
bradi5g10570.1|pacid:21824271	-2.4203184761978
bradi5g10860.1|pacid:21826041	-3.02422794183646
bradi5g11610.1|pacid:21825583	2.44464726777717
bradi5g13170.1|pacid:21826533	3.04387873071311
bradi5g13357.1|pacid:21825178	4.22381132462879
bradi5g13420.1|pacid:21826091	-3.26595657949044
bradi5g16730.1|pacid:21824889	-2.66387547891182
bradi5g17170.1|pacid:21824743	-2.62940468067636
bradi5g17240.1|pacid:21824532	-2.52539133334905
bradi5g17640.1|pacid:21824072	-3.01748535756893
bradi5g18000.1|pacid:21825467	-2.11944497076983
bradi5g18680.1|pacid:21826382	-2.44053422761013
bradi5g19387.1|pacid:21824178	-3.78170435372486
bradi5g19430.1|pacid:21825301	-2.05151553990369
bradi5g19960.1|pacid:21824699	2.22477718185071
bradi5g20827.1|pacid:21826457	-2.9762821464924
bradi5g20890.1|pacid:21824151	-2.88553497577015
bradi5g21290.1|pacid:21824304	-7.77391079402327
bradi5g21530.1|pacid:21825746	-2.06540582101411
bradi5g21560.1|pacid:21825983	2.09727978110194
bradi5g21770.1|pacid:21824115	-2.22418227014058
bradi5g22210.1|pacid:21826716	2.27533359613198
